decision_id,record_type,occurrence_index,unit_id,section,source_path,source_line,target_path,target_line_start,target_line_end,segment_id,script,locale,chosen_rendering,decision_status,review_priority,accepted_reader_release,accepted_pdf_page,page_binding_status,expert_question
JV-T082,terminology_decision,1,OLP-0057,propositional-logic/syntax-and-semantics/introduction,upstream/content/propositional-logic/propositional-logic.tex,22,translation/content/propositional-logic/syntax-and-semantics/introduction.tex,21,21,,Latn,jv-Latn-ID,fungsional tumrap kabeneran; nilai kabeneran; valuasi; fungsi evaluasi,provisional_specialization_and_borrowing,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsional tumrap kabeneran; nilai kabeneran; valuasi; fungsi evaluasi” clear and idiomatic for the constrained sense “truth-functional; truth value; valuation; evaluation function”, or should one of these be preferred: gumantung mung marang kabeneran; nilai bener-salah; pambiji; fungsi panilaian?"
JV-T082,terminology_decision,2,OLP-0057,propositional-logic/syntax-and-semantics/introduction,upstream/content/propositional-logic/syntax-and-semantics/introduction.tex,17,translation/content/propositional-logic/syntax-and-semantics/introduction.tex,17,17,,Latn,jv-Latn-ID,fungsional tumrap kabeneran; nilai kabeneran; valuasi; fungsi evaluasi,provisional_specialization_and_borrowing,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsional tumrap kabeneran; nilai kabeneran; valuasi; fungsi evaluasi” clear and idiomatic for the constrained sense “truth-functional; truth value; valuation; evaluation function”, or should one of these be preferred: gumantung mung marang kabeneran; nilai bener-salah; pambiji; fungsi panilaian?"
JV-T082,terminology_decision,3,OLP-0061,propositional-logic/syntax-and-semantics/valuations-sat,upstream/content/propositional-logic/propositional-logic.tex,18,translation/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,22,22,,Latn,jv-Latn-ID,fungsional tumrap kabeneran; nilai kabeneran; valuasi; fungsi evaluasi,provisional_specialization_and_borrowing,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsional tumrap kabeneran; nilai kabeneran; valuasi; fungsi evaluasi” clear and idiomatic for the constrained sense “truth-functional; truth value; valuation; evaluation function”, or should one of these be preferred: gumantung mung marang kabeneran; nilai bener-salah; pambiji; fungsi panilaian?"
JV-T082,terminology_decision,4,OLP-0061,propositional-logic/syntax-and-semantics/valuations-sat,upstream/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,22,translation/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,22,22,,Latn,jv-Latn-ID,fungsional tumrap kabeneran; nilai kabeneran; valuasi; fungsi evaluasi,provisional_specialization_and_borrowing,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “fungsional tumrap kabeneran; nilai kabeneran; valuasi; fungsi evaluasi” clear and idiomatic for the constrained sense “truth-functional; truth value; valuation; evaluation function”, or should one of these be preferred: gumantung mung marang kabeneran; nilai bener-salah; pambiji; fungsi panilaian?"
JV-T083,terminology_decision,1,OLP-0057,propositional-logic/syntax-and-semantics/introduction,upstream/content/propositional-logic/syntax-and-semantics/introduction.tex,54,translation/content/propositional-logic/syntax-and-semantics/introduction.tex,55,55,,Latn,jv-Latn-ID,panyukupan; bisa dicukupi; ora bisa dicukupi,provisional_descriptive_specialization,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “panyukupan; bisa dicukupi; ora bisa dicukupi” clear and idiomatic for the constrained sense “satisfaction; satisfiable; unsatisfiable”, or should one of these be preferred: pemenuhan; bisa dipenuhi; mustahil dipenuhi?"
JV-T083,terminology_decision,2,OLP-0057,propositional-logic/syntax-and-semantics/introduction,upstream/content/propositional-logic/syntax-and-semantics/introduction.tex,71,translation/content/propositional-logic/syntax-and-semantics/introduction.tex,68,68,,Latn,jv-Latn-ID,panyukupan; bisa dicukupi; ora bisa dicukupi,provisional_descriptive_specialization,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “panyukupan; bisa dicukupi; ora bisa dicukupi” clear and idiomatic for the constrained sense “satisfaction; satisfiable; unsatisfiable”, or should one of these be preferred: pemenuhan; bisa dipenuhi; mustahil dipenuhi?"
JV-T083,terminology_decision,3,OLP-0062,propositional-logic/syntax-and-semantics/semantic-notions,upstream/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,19,translation/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,18,18,,Latn,jv-Latn-ID,panyukupan; bisa dicukupi; ora bisa dicukupi,provisional_descriptive_specialization,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “panyukupan; bisa dicukupi; ora bisa dicukupi” clear and idiomatic for the constrained sense “satisfaction; satisfiable; unsatisfiable”, or should one of these be preferred: pemenuhan; bisa dipenuhi; mustahil dipenuhi?"
JV-T084,terminology_decision,1,OLP-0057,propositional-logic/syntax-and-semantics/introduction,upstream/content/propositional-logic/syntax-and-semantics/introduction.tex,65,translation/content/propositional-logic/syntax-and-semantics/introduction.tex,67,67,,Latn,jv-Latn-ID,tautologi; akibat semantis; kontingen,provisional_borrowing_and_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “tautologi; akibat semantis; kontingen” clear and idiomatic for the constrained sense “tautology; semantic entailment or consequence; contingent”, or should one of these be preferred: formula mesthi bener; konsekuensi semantis; gumantung kahanan?"
JV-T084,terminology_decision,2,OLP-0057,propositional-logic/syntax-and-semantics/introduction,upstream/content/propositional-logic/syntax-and-semantics/introduction.tex,24,translation/content/propositional-logic/syntax-and-semantics/introduction.tex,67,67,,Latn,jv-Latn-ID,tautologi; akibat semantis; kontingen,provisional_borrowing_and_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “tautologi; akibat semantis; kontingen” clear and idiomatic for the constrained sense “tautology; semantic entailment or consequence; contingent”, or should one of these be preferred: formula mesthi bener; konsekuensi semantis; gumantung kahanan?"
JV-T084,terminology_decision,3,OLP-0057,propositional-logic/syntax-and-semantics/introduction,upstream/content/propositional-logic/syntax-and-semantics/introduction.tex,24,translation/content/propositional-logic/syntax-and-semantics/introduction.tex,25,25,,Latn,jv-Latn-ID,tautologi; akibat semantis; kontingen,provisional_borrowing_and_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “tautologi; akibat semantis; kontingen” clear and idiomatic for the constrained sense “tautology; semantic entailment or consequence; contingent”, or should one of these be preferred: formula mesthi bener; konsekuensi semantis; gumantung kahanan?"
JV-T085,terminology_decision,1,OLP-0060,propositional-logic/syntax-and-semantics/formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,11,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,11,11,,Latn,jv-Latn-ID,urutan pambentukan; bisa kawaca kanthi unik; uraian,provisional_descriptive_rendering,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “urutan pambentukan; bisa kawaca kanthi unik; uraian” clear and idiomatic for the constrained sense “formation sequence; unique readability; parsing”, or should one of these be preferred: rerangken pambentukan; kawacanan tunggal; pamarsingan?"
JV-T085,terminology_decision,2,OLP-0057,propositional-logic/syntax-and-semantics/introduction,upstream/content/propositional-logic/syntax-and-semantics/preliminaries.tex,58,translation/content/propositional-logic/syntax-and-semantics/introduction.tex,50,50,,Latn,jv-Latn-ID,urutan pambentukan; bisa kawaca kanthi unik; uraian,provisional_descriptive_rendering,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “urutan pambentukan; bisa kawaca kanthi unik; uraian” clear and idiomatic for the constrained sense “formation sequence; unique readability; parsing”, or should one of these be preferred: rerangken pambentukan; kawacanan tunggal; pamarsingan?"
JV-T085,terminology_decision,3,OLP-0059,propositional-logic/syntax-and-semantics/preliminaries,upstream/content/propositional-logic/syntax-and-semantics/preliminaries.tex,59,translation/content/propositional-logic/syntax-and-semantics/preliminaries.tex,60,60,,Latn,jv-Latn-ID,urutan pambentukan; bisa kawaca kanthi unik; uraian,provisional_descriptive_rendering,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “urutan pambentukan; bisa kawaca kanthi unik; uraian” clear and idiomatic for the constrained sense “formation sequence; unique readability; parsing”, or should one of these be preferred: rerangken pambentukan; kawacanan tunggal; pamarsingan?"
JV-T086,terminology_decision,1,OLP-0059,propositional-logic/syntax-and-semantics/preliminaries,upstream/content/propositional-logic/syntax-and-semantics/preliminaries.tex,91,translation/content/propositional-logic/syntax-and-semantics/preliminaries.tex,92,92,,Latn,jv-Latn-ID,substitusi seragam; penentuan lokal; teorema deduksi semantis,provisional_adapted_technical_compounds,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “substitusi seragam; penentuan lokal; teorema deduksi semantis” clear and idiomatic for the constrained sense “uniform substitution; local determination; semantic deduction theorem”, or should one of these be preferred: substitusi ajeg; katemtuan lokal; teorema deduksi semantik?"
JV-T086,terminology_decision,2,OLP-0061,propositional-logic/syntax-and-semantics/valuations-sat,upstream/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,133,translation/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,133,133,,Latn,jv-Latn-ID,substitusi seragam; penentuan lokal; teorema deduksi semantis,provisional_adapted_technical_compounds,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “substitusi seragam; penentuan lokal; teorema deduksi semantis” clear and idiomatic for the constrained sense “uniform substitution; local determination; semantic deduction theorem”, or should one of these be preferred: substitusi ajeg; katemtuan lokal; teorema deduksi semantik?"
JV-T086,terminology_decision,3,OLP-0062,propositional-logic/syntax-and-semantics/semantic-notions,upstream/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,83,translation/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,84,84,,Latn,jv-Latn-ID,substitusi seragam; penentuan lokal; teorema deduksi semantis,provisional_adapted_technical_compounds,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “substitusi seragam; penentuan lokal; teorema deduksi semantis” clear and idiomatic for the constrained sense “uniform substitution; local determination; semantic deduction theorem”, or should one of these be preferred: substitusi ajeg; katemtuan lokal; teorema deduksi semantik?"
JV-T088,terminology_decision,1,OLP-0064,first-order-logic/proof-systems/introduction,upstream/content/first-order-logic/proof-systems/proof-systems.tex,27,translation/content/first-order-logic/proof-systems/introduction.tex,27,27,,Latn,jv-Latn-ID,sistem derivasi; aksioma; aturan inferensi; bisa diderivasi,provisional_adapted_proof_theory_vocabulary,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “sistem derivasi; aksioma; aturan inferensi; bisa diderivasi” clear and idiomatic for the constrained sense “derivation system; axiom; inference rule; derivable”, or should one of these be preferred: sistem pambuktian; postulat; paugeran inferensi; bisa kabuktekake?"
JV-T088,terminology_decision,2,OLP-0064,first-order-logic/proof-systems/introduction,upstream/content/first-order-logic/proof-systems/introduction.tex,31,translation/content/first-order-logic/proof-systems/introduction.tex,31,31,,Latn,jv-Latn-ID,sistem derivasi; aksioma; aturan inferensi; bisa diderivasi,provisional_adapted_proof_theory_vocabulary,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “sistem derivasi; aksioma; aturan inferensi; bisa diderivasi” clear and idiomatic for the constrained sense “derivation system; axiom; inference rule; derivable”, or should one of these be preferred: sistem pambuktian; postulat; paugeran inferensi; bisa kabuktekake?"
JV-T089,terminology_decision,1,OLP-0064,first-order-logic/proof-systems/introduction,upstream/content/first-order-logic/proof-systems/introduction.tex,66,translation/content/first-order-logic/proof-systems/introduction.tex,64,64,,Latn,jv-Latn-ID,kasahihan; kelengkapan; validitas,provisional_technical_specialization_and_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “kasahihan; kelengkapan; validitas” clear and idiomatic for the constrained sense “soundness; completeness; validity”, or should one of these be preferred: keswaraan; kajangkepan; keabsahan?"
JV-T089,terminology_decision,2,OLP-0064,first-order-logic/proof-systems/introduction,upstream/content/first-order-logic/proof-systems/introduction.tex,74,translation/content/first-order-logic/proof-systems/introduction.tex,73,73,,Latn,jv-Latn-ID,kasahihan; kelengkapan; validitas,provisional_technical_specialization_and_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “kasahihan; kelengkapan; validitas” clear and idiomatic for the constrained sense “soundness; completeness; validity”, or should one of these be preferred: keswaraan; kajangkepan; keabsahan?"
JV-T089,terminology_decision,3,OLP-0064,first-order-logic/proof-systems/introduction,upstream/content/first-order-logic/proof-systems/introduction.tex,17,translation/content/first-order-logic/proof-systems/introduction.tex,16,16,,Latn,jv-Latn-ID,kasahihan; kelengkapan; validitas,provisional_technical_specialization_and_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “kasahihan; kelengkapan; validitas” clear and idiomatic for the constrained sense “soundness; completeness; validity”, or should one of these be preferred: keswaraan; kajangkepan; keabsahan?"
JV-T090,terminology_decision,1,OLP-0064,first-order-logic/proof-systems/introduction,upstream/content/first-order-logic/proof-systems/introduction.tex,83,translation/content/first-order-logic/proof-systems/introduction.tex,82,82,,Latn,jv-Latn-ID,konsistensi; ora konsisten; pasangan sintaktis,provisional_borrowing_and_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “konsistensi; ora konsisten; pasangan sintaktis” clear and idiomatic for the constrained sense “consistency; inconsistent; syntactic counterpart”, or should one of these be preferred: ora mbantah; kontradiktif; imbangan sintaktis?"
JV-T090,terminology_decision,2,OLP-0064,first-order-logic/proof-systems/introduction,upstream/content/first-order-logic/proof-systems/introduction.tex,83,translation/content/first-order-logic/proof-systems/introduction.tex,82,82,,Latn,jv-Latn-ID,konsistensi; ora konsisten; pasangan sintaktis,provisional_borrowing_and_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “konsistensi; ora konsisten; pasangan sintaktis” clear and idiomatic for the constrained sense “consistency; inconsistent; syntactic counterpart”, or should one of these be preferred: ora mbantah; kontradiktif; imbangan sintaktis?"
JV-T090,terminology_decision,3,OLP-0064,first-order-logic/proof-systems/introduction,upstream/content/first-order-logic/proof-systems/introduction.tex,85,translation/content/first-order-logic/proof-systems/introduction.tex,84,84,,Latn,jv-Latn-ID,konsistensi; ora konsisten; pasangan sintaktis,provisional_borrowing_and_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “konsistensi; ora konsisten; pasangan sintaktis” clear and idiomatic for the constrained sense “consistency; inconsistent; syntactic counterpart”, or should one of these be preferred: ora mbantah; kontradiktif; imbangan sintaktis?"
JV-T091,terminology_decision,1,OLP-0065,first-order-logic/proof-systems/sequent-calculus,upstream/content/first-order-logic/proof-systems/sequent-calculus.tex,13,translation/content/first-order-logic/proof-systems/sequent-calculus.tex,13,13,,Latn,jv-Latn-ID,kalkulus sekuen; sekuen; sekuen wiwitan; oyod,provisional_borrowing_and_specialization,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “kalkulus sekuen; sekuen; sekuen wiwitan; oyod” clear and idiomatic for the constrained sense “sequent calculus; sequent; initial sequent; root”, or should one of these be preferred: kalkulus runtutan; pratelan sekuen; sekuen aksioma; dhasar wit?"
JV-T091,terminology_decision,2,OLP-0065,first-order-logic/proof-systems/sequent-calculus,upstream/content/first-order-logic/proof-systems/sequent-calculus.tex,13,translation/content/first-order-logic/proof-systems/sequent-calculus.tex,13,13,,Latn,jv-Latn-ID,kalkulus sekuen; sekuen; sekuen wiwitan; oyod,provisional_borrowing_and_specialization,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “kalkulus sekuen; sekuen; sekuen wiwitan; oyod” clear and idiomatic for the constrained sense “sequent calculus; sequent; initial sequent; root”, or should one of these be preferred: kalkulus runtutan; pratelan sekuen; sekuen aksioma; dhasar wit?"
JV-T091,terminology_decision,3,OLP-0065,first-order-logic/proof-systems/sequent-calculus,upstream/content/first-order-logic/proof-systems/sequent-calculus.tex,24,translation/content/first-order-logic/proof-systems/sequent-calculus.tex,24,24,,Latn,jv-Latn-ID,kalkulus sekuen; sekuen; sekuen wiwitan; oyod,provisional_borrowing_and_specialization,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “kalkulus sekuen; sekuen; sekuen wiwitan; oyod” clear and idiomatic for the constrained sense “sequent calculus; sequent; initial sequent; root”, or should one of these be preferred: kalkulus runtutan; pratelan sekuen; sekuen aksioma; dhasar wit?"
JV-T091,terminology_decision,4,OLP-0065,first-order-logic/proof-systems/sequent-calculus,upstream/content/first-order-logic/proof-systems/sequent-calculus.tex,40,translation/content/first-order-logic/proof-systems/sequent-calculus.tex,39,39,,Latn,jv-Latn-ID,kalkulus sekuen; sekuen; sekuen wiwitan; oyod,provisional_borrowing_and_specialization,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “kalkulus sekuen; sekuen; sekuen wiwitan; oyod” clear and idiomatic for the constrained sense “sequent calculus; sequent; initial sequent; root”, or should one of these be preferred: kalkulus runtutan; pratelan sekuen; sekuen aksioma; dhasar wit?"
JV-T092,terminology_decision,1,OLP-0066,first-order-logic/proof-systems/natural-deduction,upstream/content/first-order-logic/proof-systems/natural-deduction.tex,13,translation/content/first-order-logic/proof-systems/natural-deduction.tex,13,13,,Latn,jv-Latn-ID,deduksi natural; aturan introduksi lan eliminasi; bukti miturut kasus; bukti ora langsung; bukti kondisional,provisional_adapted_and_descriptive_proof_vocabulary,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “deduksi natural; aturan introduksi lan eliminasi; bukti miturut kasus; bukti ora langsung; bukti kondisional” clear and idiomatic for the constrained sense “natural deduction; introduction and elimination rules; proof by cases; indirect proof; conditional proof”, or should one of these be preferred: pambuktian alamiah; aturan mlebu-metu; bukti kanthi pamerangan?"
JV-T092,terminology_decision,2,OLP-0066,first-order-logic/proof-systems/natural-deduction,upstream/content/first-order-logic/proof-systems/natural-deduction.tex,18,translation/content/first-order-logic/proof-systems/natural-deduction.tex,25,25,,Latn,jv-Latn-ID,deduksi natural; aturan introduksi lan eliminasi; bukti miturut kasus; bukti ora langsung; bukti kondisional,provisional_adapted_and_descriptive_proof_vocabulary,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “deduksi natural; aturan introduksi lan eliminasi; bukti miturut kasus; bukti ora langsung; bukti kondisional” clear and idiomatic for the constrained sense “natural deduction; introduction and elimination rules; proof by cases; indirect proof; conditional proof”, or should one of these be preferred: pambuktian alamiah; aturan mlebu-metu; bukti kanthi pamerangan?"
JV-T092,terminology_decision,3,OLP-0066,first-order-logic/proof-systems/natural-deduction,upstream/content/first-order-logic/proof-systems/natural-deduction.tex,20,translation/content/first-order-logic/proof-systems/natural-deduction.tex,18,18,,Latn,jv-Latn-ID,deduksi natural; aturan introduksi lan eliminasi; bukti miturut kasus; bukti ora langsung; bukti kondisional,provisional_adapted_and_descriptive_proof_vocabulary,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “deduksi natural; aturan introduksi lan eliminasi; bukti miturut kasus; bukti ora langsung; bukti kondisional” clear and idiomatic for the constrained sense “natural deduction; introduction and elimination rules; proof by cases; indirect proof; conditional proof”, or should one of these be preferred: pambuktian alamiah; aturan mlebu-metu; bukti kanthi pamerangan?"
JV-T092,terminology_decision,4,OLP-0066,first-order-logic/proof-systems/natural-deduction,upstream/content/first-order-logic/proof-systems/natural-deduction.tex,22,translation/content/first-order-logic/proof-systems/natural-deduction.tex,20,20,,Latn,jv-Latn-ID,deduksi natural; aturan introduksi lan eliminasi; bukti miturut kasus; bukti ora langsung; bukti kondisional,provisional_adapted_and_descriptive_proof_vocabulary,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “deduksi natural; aturan introduksi lan eliminasi; bukti miturut kasus; bukti ora langsung; bukti kondisional” clear and idiomatic for the constrained sense “natural deduction; introduction and elimination rules; proof by cases; indirect proof; conditional proof”, or should one of these be preferred: pambuktian alamiah; aturan mlebu-metu; bukti kanthi pamerangan?"
JV-T092,terminology_decision,5,OLP-0066,first-order-logic/proof-systems/natural-deduction,upstream/content/first-order-logic/proof-systems/natural-deduction.tex,22,translation/content/first-order-logic/proof-systems/natural-deduction.tex,22,22,,Latn,jv-Latn-ID,deduksi natural; aturan introduksi lan eliminasi; bukti miturut kasus; bukti ora langsung; bukti kondisional,provisional_adapted_and_descriptive_proof_vocabulary,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “deduksi natural; aturan introduksi lan eliminasi; bukti miturut kasus; bukti ora langsung; bukti kondisional” clear and idiomatic for the constrained sense “natural deduction; introduction and elimination rules; proof by cases; indirect proof; conditional proof”, or should one of these be preferred: pambuktian alamiah; aturan mlebu-metu; bukti kanthi pamerangan?"
JV-T093,terminology_decision,1,OLP-0066,first-order-logic/proof-systems/natural-deduction,upstream/content/first-order-logic/proof-systems/natural-deduction.tex,34,translation/content/first-order-logic/proof-systems/natural-deduction.tex,33,33,,Latn,jv-Latn-ID,asumsi; mbubarake asumsi; asumsi kang durung dibubarake,provisional_borrowing_and_descriptive_rendering,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “asumsi; mbubarake asumsi; asumsi kang durung dibubarake” clear and idiomatic for the constrained sense “assumption; discharge; undischarged assumption”, or should one of these be preferred: pangira; nutup asumsi; asumsi kang isih bukak?"
JV-T094,terminology_decision,1,OLP-0064,first-order-logic/proof-systems/introduction,upstream/content/first-order-logic/proof-systems/introduction.tex,41,translation/content/first-order-logic/proof-systems/introduction.tex,41,41,,Latn,jv-Latn-ID,tableau; formula mawa tandha; cabang katutup utawa bukak; wit kabeneran,provisional_borrowing_and_descriptive_rendering,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “tableau; formula mawa tandha; cabang katutup utawa bukak; wit kabeneran” clear and idiomatic for the constrained sense “tableau; signed formula; closed or open branch; truth tree”, or should one of these be preferred: wit semantis; formula tandha; cabang rampung utawa mbukak?"
JV-T094,terminology_decision,2,OLP-0064,first-order-logic/proof-systems/introduction,upstream/content/first-order-logic/proof-systems/tableaux.tex,16,translation/content/first-order-logic/proof-systems/introduction.tex,40,40,,Latn,jv-Latn-ID,tableau; formula mawa tandha; cabang katutup utawa bukak; wit kabeneran,provisional_borrowing_and_descriptive_rendering,P2-specialized-language-review,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “tableau; formula mawa tandha; cabang katutup utawa bukak; wit kabeneran” clear and idiomatic for the constrained sense “tableau; signed formula; closed or open branch; truth tree”, or should one of these be preferred: wit semantis; formula tandha; cabang rampung utawa mbukak?"
JV-T095,terminology_decision,1,OLP-0068,first-order-logic/proof-systems/axiomatic-deduction,upstream/content/first-order-logic/proof-systems/axiomatic-deduction.tex,26,translation/content/first-order-logic/proof-systems/axiomatic-deduction.tex,27,27,,Latn,jv-Latn-ID,skema aksioma; modus ponens; metodhe resolusi; refutasi,provisional_adapted_proof_vocabulary,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “skema aksioma; modus ponens; metodhe resolusi; refutasi” clear and idiomatic for the constrained sense “axiom schema; modus ponens; resolution method; refutation”, or should one of these be preferred: pola aksioma; aturan pisah; cara resolusi; panulakan?"
JV-T095,terminology_decision,2,OLP-0068,first-order-logic/proof-systems/axiomatic-deduction,upstream/content/first-order-logic/proof-systems/axiomatic-deduction.tex,39,translation/content/first-order-logic/proof-systems/axiomatic-deduction.tex,40,40,,Latn,jv-Latn-ID,skema aksioma; modus ponens; metodhe resolusi; refutasi,provisional_adapted_proof_vocabulary,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “skema aksioma; modus ponens; metodhe resolusi; refutasi” clear and idiomatic for the constrained sense “axiom schema; modus ponens; resolution method; refutation”, or should one of these be preferred: pola aksioma; aturan pisah; cara resolusi; panulakan?"
JV-T095,terminology_decision,3,OLP-0064,first-order-logic/proof-systems/introduction,upstream/content/first-order-logic/proof-systems/introduction.tex,43,translation/content/first-order-logic/proof-systems/introduction.tex,43,43,,Latn,jv-Latn-ID,skema aksioma; modus ponens; metodhe resolusi; refutasi,provisional_adapted_proof_vocabulary,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “skema aksioma; modus ponens; metodhe resolusi; refutasi” clear and idiomatic for the constrained sense “axiom schema; modus ponens; resolution method; refutation”, or should one of these be preferred: pola aksioma; aturan pisah; cara resolusi; panulakan?"
JV-T095,terminology_decision,4,OLP-0064,first-order-logic/proof-systems/introduction,upstream/content/first-order-logic/proof-systems/introduction.tex,55,translation/content/first-order-logic/proof-systems/introduction.tex,54,54,,Latn,jv-Latn-ID,skema aksioma; modus ponens; metodhe resolusi; refutasi,provisional_adapted_proof_vocabulary,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “skema aksioma; modus ponens; metodhe resolusi; refutasi” clear and idiomatic for the constrained sense “axiom schema; modus ponens; resolution method; refutation”, or should one of these be preferred: pola aksioma; aturan pisah; cara resolusi; panulakan?"
JV-T097,terminology_decision,1,OLP-0070,first-order-logic/sequent-calculus/rules-and-proofs,upstream/content/first-order-logic/sequent-calculus/rules-and-proofs.tex,25,translation/content/first-order-logic/sequent-calculus/rules-and-proofs.tex,25,25,,Latn,jv-Latn-ID,anteseden; sukseden,provisional_adapted_proof_theory_vocabulary,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “anteseden; sukseden” clear and idiomatic for the constrained sense “antecedent; succedent”, or should one of these be preferred: pratelan ngarep lan mburi; sisih kiwa lan tengen?"
JV-T097,terminology_decision,2,OLP-0070,first-order-logic/sequent-calculus/rules-and-proofs,upstream/content/first-order-logic/sequent-calculus/rules-and-proofs.tex,25,translation/content/first-order-logic/sequent-calculus/rules-and-proofs.tex,25,25,,Latn,jv-Latn-ID,anteseden; sukseden,provisional_adapted_proof_theory_vocabulary,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “anteseden; sukseden” clear and idiomatic for the constrained sense “antecedent; succedent”, or should one of these be preferred: pratelan ngarep lan mburi; sisih kiwa lan tengen?"
JV-T098,terminology_decision,1,OLP-0072,first-order-logic/sequent-calculus/quantifier-rules,upstream/content/first-order-logic/sequent-calculus/quantifier-rules.tex,30,translation/content/first-order-logic/sequent-calculus/quantifier-rules.tex,30,30,,Latn,jv-Latn-ID,eigenvariabel; syarat eigenvariabel; term tertutup,provisional_borrowing_and_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “eigenvariabel; syarat eigenvariabel; term tertutup” clear and idiomatic for the constrained sense “eigenvariable; eigenvariable condition; closed term”, or should one of these be preferred: variabel seger; katemtuan variabel anyar; term tanpa variabel?"
JV-T098,terminology_decision,2,OLP-0072,first-order-logic/sequent-calculus/quantifier-rules,upstream/content/first-order-logic/sequent-calculus/quantifier-rules.tex,54,translation/content/first-order-logic/sequent-calculus/quantifier-rules.tex,55,55,,Latn,jv-Latn-ID,eigenvariabel; syarat eigenvariabel; term tertutup,provisional_borrowing_and_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “eigenvariabel; syarat eigenvariabel; term tertutup” clear and idiomatic for the constrained sense “eigenvariable; eigenvariable condition; closed term”, or should one of these be preferred: variabel seger; katemtuan variabel anyar; term tanpa variabel?"
